"Id","Campaign","Status","Clicks","cost","Revenue","ROI %","CPC","CTR","Sales","CPS","Leads","CPL","Impressions","Average Revenue"
"6574948030289","[05/07/2024] Qu£ng cáo M«u cça Công Ty TNHH DËch Vå Kù Thu­t Nông NghiÇp B E E °ãc t¡o vào 5 Tháng 7 2024 15:04","ACTIVE","18","VND 69,452.00","VND 0.00","0.00%","VND 3,858.44","1.98%","0","VND 0.00","0","VND 0.00","908","VND 0.00"
